daycombo,unitbox,yday,year,f_rfid,m_rfid,Offset,Limit,FemFeed,MalFeed,FemTotal,MalTotal
1_105-155,1_105,155,2019,04198E9F39,04195A5B3C,1,136.5,153,NA,444,NA
1_105-156,1_105,156,2019,04198E9F39,04195A5B3C,2,136.5,148,NA,451,NA
1_105-157,1_105,157,2019,04198E9F39,04195A5B3C,3,136.5,149,NA,339,NA
1_105-158,1_105,158,2019,04198E9F39,04195A5B3C,4,55.5,199,NA,476,NA
1_105-159,1_105,159,2019,04198E9F39,04195A5B3C,5,55.5,188,NA,718,NA
1_105-160,1_105,160,2019,04198E9F39,04195A5B3C,6,55.5,137,NA,453,NA
1_105-161,1_105,161,2019,04198E9F39,04195A5B3C,7,36.5,116,NA,271,NA
1_105-162,1_105,162,2019,04198E9F39,04195A5B3C,8,36.5,186,NA,368,NA
1_105-163,1_105,163,2019,04198E9F39,04195A5B3C,9,36.5,170,NA,467,NA
1_105-164,1_105,164,2019,04198E9F39,04195A5B3C,10,20,52,NA,141,NA
1_105-165,1_105,165,2019,04198E9F39,04195A5B3C,11,20,159,NA,387,NA
1_105-166,1_105,166,2019,04198E9F39,04195A5B3C,12,20,155,NA,401,NA
1_105-167,1_105,167,2019,04198E9F39,04195A5B3C,13,11,106,NA,347,NA
1_105-168,1_105,168,2019,04198E9F39,04195A5B3C,14,11,252,NA,710,NA
1_105-169,1_105,169,2019,04198E9F39,04195A5B3C,15,11,226,NA,723,NA
1_105-170,1_105,170,2019,04198E9F39,04195A5B3C,16,25.5,201,NA,757,NA
1_105-171,1_105,171,2019,04198E9F39,04195A5B3C,17,25.5,154,NA,501,NA
1_105-172,1_105,172,2019,04198E9F39,04195A5B3C,18,25.5,222,NA,640,NA
1_105-173,1_105,173,2019,04198E9F39,04195A5B3C,19,NA,NA,NA,330,NA
1_47-156,1_47,156,2019,04195A3909,04195A3D53,1,136.5,162,63,1810,2142
1_47-157,1_47,157,2019,04195A3909,04195A3D53,2,136.5,159,85,965,2438
1_47-158,1_47,158,2019,04195A3909,04195A3D53,3,136.5,161,124,1626,1290
1_47-159,1_47,159,2019,04195A3909,04195A3D53,4,55.5,231,152,2496,1099
1_47-160,1_47,160,2019,04195A3909,04195A3D53,5,55.5,185,174,1208,696
1_47-161,1_47,161,2019,04195A3909,04195A3D53,6,55.5,29,101,78,277
1_47-162,1_47,162,2019,04195A3909,04195A3D53,7,36.5,126,179,534,493
1_47-163,1_47,163,2019,04195A3909,04195A3D53,8,36.5,197,209,610,657
1_47-164,1_47,164,2019,04195A3909,04195A3D53,9,36.5,58,68,197,214
1_47-165,1_47,165,2019,04195A3909,04195A3D53,10,20,124,110,430,389
1_47-166,1_47,166,2019,04195A3909,04195A3D53,11,20,179,208,420,615
1_47-167,1_47,167,2019,04195A3909,04195A3D53,12,20,27,68,60,241
1_47-168,1_47,168,2019,04195A3909,04195A3D53,13,11,NA,218,NA,805
1_47-169,1_47,169,2019,04195A3909,04195A3D53,14,11,NA,131,NA,635
1_47-170,1_47,170,2019,04195A3909,04195A3D53,15,11,NA,119,NA,784
1_47-171,1_47,171,2019,04195A3909,04195A3D53,16,25.5,NA,47,NA,228
1_47-172,1_47,172,2019,04195A3909,04195A3D53,17,25.5,NA,10,NA,184
1_58-162,1_58,162,2019,04198E725D,04179377F7,1,136.5,142,NA,414,NA
1_58-163,1_58,163,2019,04198E725D,04179377F7,2,136.5,143,NA,506,NA
1_58-164,1_58,164,2019,04198E725D,04179377F7,3,136.5,81,NA,173,NA
1_58-165,1_58,165,2019,04198E725D,04179377F7,4,55.5,150,NA,197,NA
1_58-166,1_58,166,2019,04198E725D,04179377F7,5,55.5,198,NA,291,NA
1_58-167,1_58,167,2019,04198E725D,04179377F7,6,55.5,118,NA,310,NA
1_58-168,1_58,168,2019,04198E725D,04179377F7,7,36.5,168,107,511,248
1_58-169,1_58,169,2019,04198E725D,04179377F7,8,36.5,175,112,448,241
1_58-170,1_58,170,2019,04198E725D,04179377F7,9,36.5,221,103,663,249
1_58-171,1_58,171,2019,04198E725D,04179377F7,10,20,135,77,468,146
1_58-172,1_58,172,2019,04198E725D,04179377F7,11,20,191,118,554,226
1_58-173,1_58,173,2019,04198E725D,04179377F7,12,20,199,153,799,365
1_58-174,1_58,174,2019,04198E725D,04179377F7,13,11,158,135,516,251
1_58-175,1_58,175,2019,04198E725D,04179377F7,14,11,135,102,437,186
1_58-176,1_58,176,2019,04198E725D,04179377F7,15,11,94,84,562,160
1_58-177,1_58,177,2019,04198E725D,04179377F7,16,25.5,119,119,578,233
1_58-178,1_58,178,2019,04198E725D,04179377F7,17,25.5,132,90,928,204
1_58-179,1_58,179,2019,04198E725D,04179377F7,18,25.5,94,78,287,171
1_58-180,1_58,180,2019,04198E725D,04179377F7,19,NA,NA,NA,347,61
1_58-181,1_58,181,2019,04198E725D,04179377F7,20,NA,NA,NA,81,67
1_58-182,1_58,182,2019,04198E725D,04179377F7,21,NA,NA,NA,66,29
1_58-183,1_58,183,2019,04198E725D,04179377F7,22,NA,NA,NA,36,7
1_58-184,1_58,184,2019,04198E725D,04179377F7,23,NA,NA,NA,NA,6
1_65-161,1_65,161,2019,04198E3B94,,1,136.5,107,NA,465,NA
1_65-162,1_65,162,2019,04198E3B94,,2,136.5,118,NA,382,NA
1_65-163,1_65,163,2019,04198E3B94,,3,136.5,142,NA,770,NA
1_65-164,1_65,164,2019,04198E3B94,,4,55.5,40,NA,116,NA
1_81-156,1_81,156,2019,04198E3A62,04195A2012,1,136.5,127,56,1055,374
1_81-157,1_81,157,2019,04198E3A62,04195A2012,2,136.5,120,67,389,313
1_81-158,1_81,158,2019,04198E3A62,04195A2012,3,136.5,147,90,1016,490
1_81-159,1_81,159,2019,04198E3A62,04195A2012,4,55.5,235,128,2037,439
1_81-160,1_81,160,2019,04198E3A62,04195A2012,5,55.5,203,141,574,449
1_81-161,1_81,161,2019,04198E3A62,04195A2012,6,55.5,116,61,254,199
1_81-162,1_81,162,2019,04198E3A62,04195A2012,7,36.5,215,159,344,381
1_81-163,1_81,163,2019,04198E3A62,04195A2012,8,36.5,258,178,410,504
1_81-164,1_81,164,2019,04198E3A62,04195A2012,9,36.5,103,63,174,150
1_81-165,1_81,165,2019,04198E3A62,04195A2012,10,20,192,165,398,328
1_81-166,1_81,166,2019,04198E3A62,04195A2012,11,20,264,182,524,408
1_81-167,1_81,167,2019,04198E3A62,04195A2012,12,20,33,60,72,180
1_81-168,1_81,168,2019,04198E3A62,04195A2012,13,11,285,267,500,586
1_81-169,1_81,169,2019,04198E3A62,04195A2012,14,11,199,187,379,460
1_81-170,1_81,170,2019,04198E3A62,04195A2012,15,11,185,222,530,561
1_81-171,1_81,171,2019,04198E3A62,04195A2012,16,25.5,129,100,466,384
1_81-173,1_81,173,2019,04198E3A62,04195A2012,18,25.5,36,54,161,160
1_81-174,1_81,174,2019,04198E3A62,04195A2012,19,NA,NA,NA,517,456
1_81-175,1_81,175,2019,04198E3A62,04195A2012,20,NA,NA,NA,140,113
1_83-166,1_83,166,2019,04198E7978,04198E36A4,1,136.5,120,NA,181,NA
1_83-167,1_83,167,2019,04198E7978,04198E36A4,2,136.5,35,NA,63,NA
1_83-168,1_83,168,2019,04198E7978,04198E36A4,3,136.5,9,NA,13,NA
1_83-169,1_83,169,2019,04198E7978,04198E36A4,4,55.5,136,NA,346,NA
1_83-170,1_83,170,2019,04198E7978,04198E36A4,5,55.5,197,NA,475,NA
1_83-171,1_83,171,2019,04198E7978,04198E36A4,6,55.5,158,NA,258,NA
1_83-172,1_83,172,2019,04198E7978,04198E36A4,7,36.5,19,1,41,59
1_86-162,1_86,162,2019,04198E29B8,041917B329,1,136.5,118,90,242,229
1_86-163,1_86,163,2019,04198E29B8,041917B329,2,136.5,150,94,471,257
1_86-164,1_86,164,2019,04198E29B8,041917B329,3,136.5,78,41,109,84
1_86-165,1_86,165,2019,04198E29B8,041917B329,4,55.5,111,67,145,132
1_86-166,1_86,166,2019,04198E29B8,041917B329,5,55.5,196,103,285,210
1_86-167,1_86,167,2019,04198E29B8,041917B329,6,55.5,91,41,134,113
1_86-168,1_86,168,2019,04198E29B8,041917B329,7,36.5,242,121,464,235
1_86-169,1_86,169,2019,04198E29B8,041917B329,8,36.5,93,85,172,167
1_86-170,1_86,170,2019,04198E29B8,041917B329,9,36.5,244,153,562,310
1_86-171,1_86,171,2019,04198E29B8,041917B329,10,20,102,95,211,171
1_86-172,1_86,172,2019,04198E29B8,041917B329,11,20,186,93,367,150
1_86-173,1_86,173,2019,04198E29B8,041917B329,12,20,243,88,504,167
1_86-174,1_86,174,2019,04198E29B8,041917B329,13,11,253,92,593,137
1_86-175,1_86,175,2019,04198E29B8,041917B329,14,11,218,104,416,200
1_86-176,1_86,176,2019,04198E29B8,041917B329,15,11,199,98,454,207
1_86-177,1_86,177,2019,04198E29B8,041917B329,16,25.5,190,82,525,227
1_86-178,1_86,178,2019,04198E29B8,041917B329,17,25.5,164,57,522,174
1_86-179,1_86,179,2019,04198E29B8,041917B329,18,25.5,114,59,384,161
1_86-180,1_86,180,2019,04198E29B8,041917B329,19,NA,NA,NA,218,115
1_86-181,1_86,181,2019,04198E29B8,041917B329,20,NA,NA,NA,357,187
1_86-182,1_86,182,2019,04198E29B8,041917B329,21,NA,NA,NA,244,106
1_86-183,1_86,183,2019,04198E29B8,041917B329,22,NA,NA,NA,185,76
1_86-184,1_86,184,2019,04198E29B8,041917B329,23,NA,NA,NA,134,21
1_90-157,1_90,157,2019,04198E5034,04195A627D,1,136.5,132,59,496,2126
1_90-158,1_90,158,2019,04198E5034,04195A627D,2,136.5,134,87,494,4113
1_90-159,1_90,159,2019,04198E5034,04195A627D,3,136.5,141,96,2546,3910
1_90-160,1_90,160,2019,04198E5034,04195A627D,4,55.5,181,159,1456,2081
1_90-161,1_90,161,2019,04198E5034,04195A627D,5,55.5,167,150,502,1051
1_90-162,1_90,162,2019,04198E5034,04195A627D,6,55.5,199,159,677,747
1_90-163,1_90,163,2019,04198E5034,04195A627D,7,36.5,240,205,882,841
1_90-164,1_90,164,2019,04198E5034,04195A627D,8,36.5,38,79,145,503
1_90-165,1_90,165,2019,04198E5034,04195A627D,9,36.5,NA,13,NA,234
1_90-166,1_90,166,2019,04198E5034,04195A627D,10,20,NA,7,NA,66
2_1-157,2_1,157,2019,04198E2CCE,,1,136.5,148,NA,485,NA
2_1-158,2_1,158,2019,04198E2CCE,,2,136.5,152,NA,942,NA
2_1-159,2_1,159,2019,04198E2CCE,,3,136.5,136,NA,2953,NA
2_1-160,2_1,160,2019,04198E2CCE,,4,55.5,287,NA,1508,NA
2_1-161,2_1,161,2019,04198E2CCE,,5,55.5,272,NA,686,NA
2_1-162,2_1,162,2019,04198E2CCE,,6,55.5,21,NA,152,NA
2_1-163,2_1,163,2019,04198E2CCE,,7,36.5,3,NA,45,NA
2_1-164,2_1,164,2019,04198E2CCE,,8,36.5,1,NA,1,NA
2_101-153,2_101,153,2019,04198E595E,04198E4122,1,136.5,127,NA,311,NA
2_101-154,2_101,154,2019,04198E595E,04198E4122,2,136.5,114,NA,309,NA
2_101-155,2_101,155,2019,04198E595E,04198E4122,3,136.5,138,NA,467,NA
2_101-156,2_101,156,2019,04198E595E,04198E4122,4,55.5,50,NA,111,NA
2_101-160,2_101,160,2019,04198E595E,04198E4122,8,36.5,233,171,429,309
2_101-161,2_101,161,2019,04198E595E,04198E4122,9,36.5,180,145,360,309
2_101-162,2_101,162,2019,04198E595E,04198E4122,10,20,291,175,567,390
2_101-163,2_101,163,2019,04198E595E,04198E4122,11,20,260,198,639,369
2_101-164,2_101,164,2019,04198E595E,04198E4122,12,20,140,79,366,169
2_101-165,2_101,165,2019,04198E595E,04198E4122,13,11,286,188,610,389
2_101-166,2_101,166,2019,04198E595E,04198E4122,14,11,267,192,538,369
2_101-167,2_101,167,2019,04198E595E,04198E4122,15,11,135,63,407,181
2_101-168,2_101,168,2019,04198E595E,04198E4122,16,25.5,311,165,815,519
2_101-169,2_101,169,2019,04198E595E,04198E4122,17,25.5,296,126,706,725
2_101-170,2_101,170,2019,04198E595E,04198E4122,18,25.5,311,112,1694,994
2_101-171,2_101,171,2019,04198E595E,04198E4122,19,NA,NA,NA,386,233
2_101-172,2_101,172,2019,04198E595E,04198E4122,20,NA,NA,NA,159,6
2_101-173,2_101,173,2019,04198E595E,04198E4122,21,NA,NA,NA,279,66
2_101-174,2_101,174,2019,04198E595E,04198E4122,22,NA,NA,NA,209,22
2_101-175,2_101,175,2019,04198E595E,04198E4122,23,NA,NA,NA,12,NA
2_103-150,2_103,150,2019,04198E21F5,04198EAB87,1,136.5,99,67,190,1721
2_103-151,2_103,151,2019,04198E21F5,04198EAB87,2,136.5,119,93,259,2952
2_103-152,2_103,152,2019,04198E21F5,04198EAB87,3,136.5,142,102,437,2400
2_103-153,2_103,153,2019,04198E21F5,04198EAB87,4,55.5,217,153,313,851
2_103-154,2_103,154,2019,04198E21F5,04198EAB87,5,55.5,148,138,249,395
2_103-155,2_103,155,2019,04198E21F5,04198EAB87,6,55.5,191,159,372,455
2_103-156,2_103,156,2019,04198E21F5,04198EAB87,7,36.5,293,149,551,532
2_103-157,2_103,157,2019,04198E21F5,04198EAB87,8,36.5,248,171,567,456
2_103-158,2_103,158,2019,04198E21F5,04198EAB87,9,36.5,310,309,747,885
2_103-159,2_103,159,2019,04198E21F5,04198EAB87,10,20,368,294,875,957
2_103-160,2_103,160,2019,04198E21F5,04198EAB87,11,20,361,254,805,827
2_103-161,2_103,161,2019,04198E21F5,04198EAB87,12,20,152,165,432,588
2_103-162,2_103,162,2019,04198E21F5,04198EAB87,13,11,240,263,611,985
2_103-163,2_103,163,2019,04198E21F5,04198EAB87,14,11,257,252,642,860
2_103-164,2_103,164,2019,04198E21F5,04198EAB87,15,11,80,104,183,245
2_103-165,2_103,165,2019,04198E21F5,04198EAB87,16,25.5,83,137,153,254
2_103-166,2_103,166,2019,04198E21F5,04198EAB87,17,25.5,35,83,62,151
2_103-167,2_103,167,2019,04198E21F5,04198EAB87,18,25.5,18,63,50,87
2_103-168,2_103,168,2019,04198E21F5,04198EAB87,19,NA,NA,NA,445,679
2_103-169,2_103,169,2019,04198E21F5,04198EAB87,20,NA,NA,NA,171,275
2_103-170,2_103,170,2019,04198E21F5,04198EAB87,21,NA,NA,NA,155,209
2_103-171,2_103,171,2019,04198E21F5,04198EAB87,22,NA,NA,NA,28,57
2_103-172,2_103,172,2019,04198E21F5,04198EAB87,23,NA,NA,NA,9,8
2_105-160,2_105,160,2019,04198E2FB0,04198E5DDD,1,136.5,143,NA,855,NA
2_105-161,2_105,161,2019,04198E2FB0,04198E5DDD,2,136.5,150,NA,453,NA
2_105-162,2_105,162,2019,04198E2FB0,04198E5DDD,3,136.5,120,NA,388,NA
2_105-163,2_105,163,2019,04198E2FB0,04198E5DDD,4,55.5,197,NA,341,NA
2_105-164,2_105,164,2019,04198E2FB0,04198E5DDD,5,55.5,106,NA,174,NA
2_105-165,2_105,165,2019,04198E2FB0,04198E5DDD,6,55.5,163,58,331,223
2_105-166,2_105,166,2019,04198E2FB0,04198E5DDD,7,36.5,163,156,336,404
2_105-167,2_105,167,2019,04198E2FB0,04198E5DDD,8,36.5,70,98,153,286
2_105-168,2_105,168,2019,04198E2FB0,04198E5DDD,9,36.5,315,180,818,474
2_105-169,2_105,169,2019,04198E2FB0,04198E5DDD,10,20,270,200,841,622
2_105-170,2_105,170,2019,04198E2FB0,04198E5DDD,11,20,329,208,1560,831
2_105-171,2_105,171,2019,04198E2FB0,04198E5DDD,12,20,195,215,707,781
2_105-172,2_105,172,2019,04198E2FB0,04198E5DDD,13,11,258,244,678,672
2_105-173,2_105,173,2019,04198E2FB0,04198E5DDD,14,11,306,190,678,489
2_105-174,2_105,174,2019,04198E2FB0,04198E5DDD,15,11,257,179,550,542
2_105-175,2_105,175,2019,04198E2FB0,04198E5DDD,16,25.5,214,167,562,497
2_105-176,2_105,176,2019,04198E2FB0,04198E5DDD,17,25.5,204,144,467,427
2_105-177,2_105,177,2019,04198E2FB0,04198E5DDD,18,25.5,175,135,367,356
2_105-178,2_105,178,2019,04198E2FB0,04198E5DDD,19,NA,NA,NA,252,190
2_105-179,2_105,179,2019,04198E2FB0,04198E5DDD,20,NA,NA,NA,135,87
2_105-180,2_105,180,2019,04198E2FB0,04198E5DDD,21,NA,NA,NA,10,5
2_109-153,2_109,153,2019,04198E8D96,04198E89C4,1,136.5,115,NA,286,NA
2_109-154,2_109,154,2019,04198E8D96,04198E89C4,2,136.5,107,NA,253,NA
2_109-155,2_109,155,2019,04198E8D96,04198E89C4,3,136.5,135,NA,302,NA
2_109-156,2_109,156,2019,04198E8D96,04198E89C4,4,55.5,198,NA,777,NA
2_109-157,2_109,157,2019,04198E8D96,04198E89C4,5,55.5,236,NA,458,NA
2_109-158,2_109,158,2019,04198E8D96,04198E89C4,6,55.5,174,NA,442,NA
2_109-159,2_109,159,2019,04198E8D96,04198E89C4,7,36.5,203,NA,561,NA
2_109-160,2_109,160,2019,04198E8D96,04198E89C4,8,36.5,179,NA,471,NA
2_109-161,2_109,161,2019,04198E8D96,04198E89C4,9,36.5,135,NA,335,NA
2_109-162,2_109,162,2019,04198E8D96,04198E89C4,10,20,187,NA,692,NA
2_109-163,2_109,163,2019,04198E8D96,04198E89C4,11,20,167,NA,626,NA
2_109-164,2_109,164,2019,04198E8D96,04198E89C4,12,20,33,NA,88,NA
2_109-165,2_109,165,2019,04198E8D96,04198E89C4,13,11,110,NA,279,NA
2_109-166,2_109,166,2019,04198E8D96,04198E89C4,14,11,138,NA,366,NA
2_109-167,2_109,167,2019,04198E8D96,04198E89C4,15,11,30,NA,74,NA
2_109-168,2_109,168,2019,04198E8D96,04198E89C4,16,25.5,100,NA,334,NA
2_109-169,2_109,169,2019,04198E8D96,04198E89C4,17,25.5,72,NA,259,NA
2_109-170,2_109,170,2019,04198E8D96,04198E89C4,18,25.5,49,NA,159,NA
2_109-171,2_109,171,2019,04198E8D96,04198E89C4,19,NA,NA,NA,127,NA
2_109-172,2_109,172,2019,04198E8D96,04198E89C4,20,NA,NA,NA,121,NA
2_109-173,2_109,173,2019,04198E8D96,04198E89C4,21,NA,NA,NA,125,NA
2_109-174,2_109,174,2019,04198E8D96,04198E89C4,22,NA,NA,NA,55,NA
2_111-146,2_111,146,2019,04195973B5,04198E4C72,1,136.5,121,70,1016,4313
2_111-147,2_111,147,2019,04195973B5,04198E4C72,2,136.5,108,65,704,4200
2_111-148,2_111,148,2019,04195973B5,04198E4C72,3,136.5,117,82,307,1691
2_111-149,2_111,149,2019,04195973B5,04198E4C72,4,55.5,174,115,458,1314
2_111-150,2_111,150,2019,04195973B5,04198E4C72,5,55.5,189,125,539,1393
2_111-151,2_111,151,2019,04195973B5,04198E4C72,6,55.5,183,22,1305,331
2_111-152,2_111,152,2019,04195973B5,04198E4C72,7,36.5,369,NA,2018,NA
2_111-153,2_111,153,2019,04195973B5,04198E4C72,8,36.5,242,NA,1841,NA
2_111-154,2_111,154,2019,04195973B5,04198E4C72,9,36.5,175,NA,639,NA
2_111-155,2_111,155,2019,04195973B5,04198E4C72,10,20,41,NA,136,NA
2_116-154,2_116,154,2019,419599803,04198E836E,1,136.5,142,78,425,272
2_116-155,2_116,155,2019,419599803,04198E836E,2,136.5,143,93,474,1301
2_116-156,2_116,156,2019,419599803,04198E836E,3,136.5,130,101,1332,1283
2_116-157,2_116,157,2019,419599803,04198E836E,4,55.5,180,118,364,226
2_116-158,2_116,158,2019,419599803,04198E836E,5,55.5,205,144,1077,409
2_116-159,2_116,159,2019,419599803,04198E836E,6,55.5,228,132,1665,287
2_116-160,2_116,160,2019,419599803,04198E836E,7,36.5,242,189,1746,326
2_116-161,2_116,161,2019,419599803,04198E836E,8,36.5,197,146,835,240
2_116-162,2_116,162,2019,419599803,04198E836E,9,36.5,119,85,235,126
2_116-164,2_116,164,2019,419599803,04198E836E,11,20,134,95,410,155
2_116-165,2_116,165,2019,419599803,04198E836E,12,20,260,178,971,295
2_116-166,2_116,166,2019,419599803,04198E836E,13,11,288,249,936,390
2_116-167,2_116,167,2019,419599803,04198E836E,14,11,140,167,527,347
2_116-168,2_116,168,2019,419599803,04198E836E,15,11,332,277,1283,415
2_116-169,2_116,169,2019,419599803,04198E836E,16,25.5,218,276,972,478
2_116-170,2_116,170,2019,419599803,04198E836E,17,25.5,197,301,1731,590
2_116-171,2_116,171,2019,419599803,04198E836E,18,25.5,139,136,607,312
2_116-172,2_116,172,2019,419599803,04198E836E,19,NA,NA,NA,247,167
2_116-173,2_116,173,2019,419599803,04198E836E,20,NA,NA,NA,143,141
2_116-174,2_116,174,2019,419599803,04198E836E,21,NA,NA,NA,72,22
2_116-175,2_116,175,2019,419599803,04198E836E,22,NA,NA,NA,17,21
2_12-161,2_12,161,2019,0419AE1674,04195A3014,6,55.5,NA,59,NA,206
2_12-162,2_12,162,2019,0419AE1674,04195A3014,7,36.5,NA,197,NA,906
2_12-163,2_12,163,2019,0419AE1674,04195A3014,8,36.5,NA,146,NA,1073
2_12-164,2_12,164,2019,0419AE1674,04195A3014,9,36.5,NA,49,NA,148
2_12-165,2_12,165,2019,0419AE1674,04195A3014,10,20,NA,4,NA,54
