Individual_Band,Site,Nest,Sex,Experiment,Treatment,Capture_Date,Age,Mass,Bill+Head,Flat_Wing,bk,Bacteria_Killing_Assay,positive,bka_date,Plasma_Analyzed,Attempt_Number,Clutch_Initiation_Date,Clutch_Size,Brood_Size_Hatching,Day6_Brood_Mass,Nest_Fate_Date,Nest_Fate,.fledged,ylaydate,Treatment2,Nestling_Band,Nestling_Banding_Date,Current_Brood_Size,Nestling_Mass,Nestling_Flat_Wing,Genetic_Mom,Genetic_Dad,Nestling_Fate,Adult_or_Nestling,temp,Unit_Box
278172229,Unit_1,393,F,Water,Water,2019-05-31,SY,20.5,28.9,115,0.101503759398496,0.898496240601504,266,2019-05-31,Stress/1st,1,2019-05-22,6,6,NA,2019-07-02,Fledged,5,142,Water,281128665,2019-06-20,6,17,45,NA,NA,Fledged,Nestling,17.285879629776,Unit_1_393
278172229,Unit_1,393,F,Water,Water,2019-05-31,SY,20.5,28.9,115,0.101503759398496,0.898496240601504,266,2019-05-31,Stress/1st,1,2019-05-22,6,6,NA,2019-07-02,Fledged,5,142,Water,281128666,2019-06-20,6,15,42,NA,NA,Fledged,Nestling,17.285879629776,Unit_1_393
278172229,Unit_1,393,F,Water,Water,2019-05-31,SY,20.5,28.9,115,0.101503759398496,0.898496240601504,266,2019-05-31,Stress/1st,1,2019-05-22,6,6,NA,2019-07-02,Fledged,5,142,Water,281128667,2019-06-20,6,15.75,45,NA,NA,Fledged,Nestling,17.285879629776,Unit_1_393
278172229,Unit_1,393,F,Water,Water,2019-05-31,SY,20.5,28.9,115,0.101503759398496,0.898496240601504,266,2019-05-31,Stress/1st,1,2019-05-22,6,6,NA,2019-07-02,Fledged,5,142,Water,281128668,2019-06-20,6,14,40,NA,NA,Fledged,Nestling,17.285879629776,Unit_1_393
278172229,Unit_1,393,F,Water,Water,2019-05-31,SY,20.5,28.9,115,0.101503759398496,0.898496240601504,266,2019-05-31,Stress/1st,1,2019-05-22,6,6,NA,2019-07-02,Fledged,5,142,Water,281128669,2019-06-20,6,14.75,41,NA,NA,Fledged,Nestling,17.285879629776,Unit_1_393
278172229,Unit_1,393,F,Water,Water,2019-05-31,SY,20.5,28.9,115,0.101503759398496,0.898496240601504,266,2019-05-31,Stress/1st,1,2019-05-22,6,6,NA,2019-07-02,Fledged,5,142,Water,281128670,2019-06-20,6,13.5,39,NA,NA,Died,Nestling,17.285879629776,Unit_1_393
278172231,Unit_1,19,F,Water,Water,2019-06-21,SY,20.5,28.4,112,NA,NA,NA,NA,NA,1,2019-06-10,3,3,33,2019-07-21,NA,NA,161,Water,281128788,2019-07-09,3,22.75,54,NA,NA,Unknown,Nestling,21.7129629628646,Unit_1_19
278172231,Unit_1,19,F,Water,Water,2019-06-21,SY,20.5,28.4,112,NA,NA,NA,NA,NA,1,2019-06-10,3,3,33,2019-07-21,NA,NA,161,Water,281128789,2019-07-09,3,21.5,45,NA,NA,Unknown,Nestling,21.7129629628646,Unit_1_19
278172231,Unit_1,19,F,Water,Water,2019-06-21,SY,20.5,28.4,112,NA,NA,NA,NA,NA,1,2019-06-10,3,3,33,2019-07-21,NA,NA,161,Water,281128790,2019-07-09,3,19.75,53,NA,NA,Unknown,Nestling,21.7129629628646,Unit_1_19
278172233,Unit_1,86,F,Color_Stressor,Predator,2019-06-03,SY,20.75,28.5,117,0.403963414634146,0.596036585365854,164,2019-06-08,Base/2nd,1,2019-05-23,5,4,45,2019-07-04,Fledged,3,143,Predator_Control,281128680,2019-06-22,3,13,35,NA,NA,Fledged,Nestling,17.8269675925885,Unit_1_86
278172233,Unit_1,86,F,Color_Stressor,Predator,2019-06-03,SY,20.75,28.5,117,0.403963414634146,0.596036585365854,164,2019-06-08,Base/2nd,1,2019-05-23,5,4,45,2019-07-04,Fledged,3,143,Predator_Control,281128681,2019-06-22,3,17,37,NA,NA,Fledged,Nestling,17.8269675925885,Unit_1_86
278172233,Unit_1,86,F,Color_Stressor,Predator,2019-06-03,SY,20.75,28.5,117,0.403963414634146,0.596036585365854,164,2019-06-08,Base/2nd,1,2019-05-23,5,4,45,2019-07-04,Fledged,3,143,Predator_Control,281128682,2019-06-22,3,16,42,NA,NA,Fledged,Nestling,17.8269675925885,Unit_1_86
278172234,Unit_1,314,F,Water,Water,2019-06-03,SY,21.5,28.4,111,0.37123745819398,0.62876254180602,299,2019-06-03,Stress/1st,1,2019-05-22,6,6,NA,2019-07-03,Fledged,6,142,Water,281128517,2019-06-21,6,12,32,NA,NA,Fledged,Nestling,17.6157407406615,Unit_1_314
278172234,Unit_1,314,F,Water,Water,2019-06-03,SY,21.5,28.4,111,0.37123745819398,0.62876254180602,299,2019-06-03,Stress/1st,1,2019-05-22,6,6,NA,2019-07-03,Fledged,6,142,Water,281128518,2019-06-21,6,19.75,47,NA,NA,Fledged,Nestling,17.6157407406615,Unit_1_314
278172234,Unit_1,314,F,Water,Water,2019-06-03,SY,21.5,28.4,111,0.37123745819398,0.62876254180602,299,2019-06-03,Stress/1st,1,2019-05-22,6,6,NA,2019-07-03,Fledged,6,142,Water,281128519,2019-06-21,6,16,37,NA,NA,Fledged,Nestling,17.6157407406615,Unit_1_314
278172234,Unit_1,314,F,Water,Water,2019-06-03,SY,21.5,28.4,111,0.37123745819398,0.62876254180602,299,2019-06-03,Stress/1st,1,2019-05-22,6,6,NA,2019-07-03,Fledged,6,142,Water,281128520,2019-06-21,6,17,42,NA,NA,Fledged,Nestling,17.6157407406615,Unit_1_314
278172234,Unit_1,314,F,Water,Water,2019-06-03,SY,21.5,28.4,111,0.37123745819398,0.62876254180602,299,2019-06-03,Stress/1st,1,2019-05-22,6,6,NA,2019-07-03,Fledged,6,142,Water,281128521,2019-06-21,6,20,48,NA,NA,Fledged,Nestling,17.6157407406615,Unit_1_314
278172234,Unit_1,314,F,Water,Water,2019-06-03,SY,21.5,28.4,111,0.37123745819398,0.62876254180602,299,2019-06-03,Stress/1st,1,2019-05-22,6,6,NA,2019-07-03,Fledged,6,142,Water,281128522,2019-06-21,6,19,44,NA,NA,Fledged,Nestling,17.6157407406615,Unit_1_314
281128402,Unit_2,20,F,Color_Stressor,Control_,2019-05-24,SY,20.75,29.8,119,0.477011494252874,0.522988505747126,130.5,2019-05-29,Base/2nd,1,2019-05-12,6,5,47,2019-06-25,Fledged,3,132,Control_Control,281128733,2019-06-13,4,19,56,NA,NA,Fledged,Nestling,16.4843750002708,Unit_2_20
281128402,Unit_2,20,F,Color_Stressor,Control_,2019-05-24,SY,20.75,29.8,119,0.477011494252874,0.522988505747126,130.5,2019-05-29,Base/2nd,1,2019-05-12,6,5,47,2019-06-25,Fledged,3,132,Control_Control,281128734,2019-06-13,4,20,53,NA,NA,Died,Nestling,16.4843750002708,Unit_2_20
281128402,Unit_2,20,F,Color_Stressor,Control_,2019-05-24,SY,20.75,29.8,119,0.477011494252874,0.522988505747126,130.5,2019-05-29,Base/2nd,1,2019-05-12,6,5,47,2019-06-25,Fledged,3,132,Control_Control,281128735,2019-06-13,4,20,53,NA,NA,Fledged,Nestling,16.4843750002708,Unit_2_20
281128402,Unit_2,20,F,Color_Stressor,Control_,2019-05-24,SY,20.75,29.8,119,0.477011494252874,0.522988505747126,130.5,2019-05-29,Base/2nd,1,2019-05-12,6,5,47,2019-06-25,Fledged,3,132,Control_Control,281128736,2019-06-13,4,20.5,55,NA,NA,Fledged,Nestling,16.4843750002708,Unit_2_20
281128403,Unit_2,94,F,Color_Stressor,Predator,2019-05-27,SY,22,28.4,112,0.820861678004535,0.179138321995465,441,2019-06-01,Base/2nd,1,2019-05-15,6,6,73,2019-06-27,Died,0,135,Predator_Control,278172303,2019-06-15,4,14.5,32,NA,NA,Died,Nestling,16.4467592594167,Unit_2_94
281128403,Unit_2,94,F,Color_Stressor,Predator,2019-05-27,SY,22,28.4,112,0.820861678004535,0.179138321995465,441,2019-06-01,Base/2nd,1,2019-05-15,6,6,73,2019-06-27,Died,0,135,Predator_Control,278172304,2019-06-15,4,14,31,NA,NA,Died,Nestling,16.4467592594167,Unit_2_94
281128403,Unit_2,94,F,Color_Stressor,Predator,2019-05-27,SY,22,28.4,112,0.820861678004535,0.179138321995465,441,2019-06-01,Base/2nd,1,2019-05-15,6,6,73,2019-06-27,Died,0,135,Predator_Control,278172305,2019-06-15,4,15,32,NA,NA,Died,Nestling,16.4467592594167,Unit_2_94
281128403,Unit_2,94,F,Color_Stressor,Predator,2019-05-27,SY,22,28.4,112,0.820861678004535,0.179138321995465,441,2019-06-01,Base/2nd,1,2019-05-15,6,6,73,2019-06-27,Died,0,135,Predator_Control,278172306,2019-06-15,4,11.75,28.5,NA,NA,Died,Nestling,16.4467592594167,Unit_2_94
281128404,Unit_2,50,F,Water,Water,2019-06-17,SY,19,27.3,117,NA,NA,NA,NA,NA,1,2019-06-05,5,5,65,2019-07-17,Fledged,3,156,Water,281128778,2019-07-05,5,22,59,NA,NA,Died,Nestling,21.6840277776563,Unit_2_50
281128404,Unit_2,50,F,Water,Water,2019-06-17,SY,19,27.3,117,NA,NA,NA,NA,NA,1,2019-06-05,5,5,65,2019-07-17,Fledged,3,156,Water,281128779,2019-07-05,5,22.25,55,NA,NA,Died,Nestling,21.6840277776563,Unit_2_50
281128404,Unit_2,50,F,Water,Water,2019-06-17,SY,19,27.3,117,NA,NA,NA,NA,NA,1,2019-06-05,5,5,65,2019-07-17,Fledged,3,156,Water,281128780,2019-07-05,5,18,43.5,NA,NA,Fledged,Nestling,21.6840277776563,Unit_2_50
281128404,Unit_2,50,F,Water,Water,2019-06-17,SY,19,27.3,117,NA,NA,NA,NA,NA,1,2019-06-05,5,5,65,2019-07-17,Fledged,3,156,Water,281128781,2019-07-05,5,21,55,NA,NA,Fledged,Nestling,21.6840277776563,Unit_2_50
281128404,Unit_2,50,F,Water,Water,2019-06-17,SY,19,27.3,117,NA,NA,NA,NA,NA,1,2019-06-05,5,5,65,2019-07-17,Fledged,3,156,Water,281128782,2019-07-05,5,21,55,NA,NA,Fledged,Nestling,21.6840277776563,Unit_2_50
281128405,Unit_2,119,F,Color_Stressor,NA,2019-06-15,SY,19,27.5,108,NA,NA,NA,NA,NA,1,2019-06-03,5,4,57,2019-07-16,Fledged,3,154,NA,281128774,2019-07-04,4,23,61,NA,NA,Fledged,Nestling,21.1545138888021,Unit_2_119
281128405,Unit_2,119,F,Color_Stressor,NA,2019-06-15,SY,19,27.5,108,NA,NA,NA,NA,NA,1,2019-06-03,5,4,57,2019-07-16,Fledged,3,154,NA,281128775,2019-07-04,4,24.5,60,NA,NA,Died,Nestling,21.1545138888021,Unit_2_119
281128405,Unit_2,119,F,Color_Stressor,NA,2019-06-15,SY,19,27.5,108,NA,NA,NA,NA,NA,1,2019-06-03,5,4,57,2019-07-16,Fledged,3,154,NA,281128776,2019-07-04,4,23.75,61,NA,NA,Fledged,Nestling,21.1545138888021,Unit_2_119
281128405,Unit_2,119,F,Color_Stressor,NA,2019-06-15,SY,19,27.5,108,NA,NA,NA,NA,NA,1,2019-06-03,5,4,57,2019-07-16,Fledged,3,154,NA,281128777,2019-07-04,4,19.25,50,NA,NA,Fledged,Nestling,21.1545138888021,Unit_2_119
281128601,Unit_2,99,F,Color_Stressor,Control_,2019-06-04,SY,19.5,28.1,116,0.599395313681028,0.400604686318972,661.5,2019-06-09,Base/2nd,1,2019-05-24,5,4,36,2019-07-04,Fledged,4,144,Control_Control,281128532,2019-06-22,4,15.25,39,NA,NA,Died,Nestling,17.8269675925885,Unit_2_99
281128601,Unit_2,99,F,Color_Stressor,Control_,2019-06-04,SY,19.5,28.1,116,0.599395313681028,0.400604686318972,661.5,2019-06-09,Base/2nd,1,2019-05-24,5,4,36,2019-07-04,Fledged,4,144,Control_Control,281128533,2019-06-22,4,14,37,NA,NA,Died,Nestling,17.8269675925885,Unit_2_99
281128601,Unit_2,99,F,Color_Stressor,Control_,2019-06-04,SY,19.5,28.1,116,0.599395313681028,0.400604686318972,661.5,2019-06-09,Base/2nd,1,2019-05-24,5,4,36,2019-07-04,Fledged,4,144,Control_Control,281128534,2019-06-22,4,15.75,42,NA,NA,Died,Nestling,17.8269675925885,Unit_2_99
281128601,Unit_2,99,F,Color_Stressor,Control_,2019-06-04,SY,19.5,28.1,116,0.599395313681028,0.400604686318972,661.5,2019-06-09,Base/2nd,1,2019-05-24,5,4,36,2019-07-04,Fledged,4,144,Control_Control,281128535,2019-06-22,4,18,44,NA,NA,Died,Nestling,17.8269675925885,Unit_2_99
281128602,Unit_2,85,F,Color_Stressor,Control_,2019-06-04,ASY,23.5,27.4,116,0.0640243902439024,0.935975609756098,164,2019-06-08,Base/2nd,1,2019-05-22,6,5,50.5,2019-07-04,Fledged,5,142,Control_Dull,281128527,2019-06-22,5,16,41,NA,NA,Fledged,Nestling,17.8269675925885,Unit_2_85
281128602,Unit_2,85,F,Color_Stressor,Control_,2019-06-04,ASY,23.5,27.4,116,0.0640243902439024,0.935975609756098,164,2019-06-08,Base/2nd,1,2019-05-22,6,5,50.5,2019-07-04,Fledged,5,142,Control_Dull,281128528,2019-06-22,5,19,52,NA,NA,Fledged,Nestling,17.8269675925885,Unit_2_85
281128602,Unit_2,85,F,Color_Stressor,Control_,2019-06-04,ASY,23.5,27.4,116,0.0640243902439024,0.935975609756098,164,2019-06-08,Base/2nd,1,2019-05-22,6,5,50.5,2019-07-04,Fledged,5,142,Control_Dull,281128529,2019-06-22,5,14,45,NA,NA,Fledged,Nestling,17.8269675925885,Unit_2_85
281128602,Unit_2,85,F,Color_Stressor,Control_,2019-06-04,ASY,23.5,27.4,116,0.0640243902439024,0.935975609756098,164,2019-06-08,Base/2nd,1,2019-05-22,6,5,50.5,2019-07-04,Fledged,5,142,Control_Dull,281128530,2019-06-22,5,17.5,52,NA,NA,Fledged,Nestling,17.8269675925885,Unit_2_85
281128602,Unit_2,85,F,Color_Stressor,Control_,2019-06-04,ASY,23.5,27.4,116,0.0640243902439024,0.935975609756098,164,2019-06-08,Base/2nd,1,2019-05-22,6,5,50.5,2019-07-04,Fledged,5,142,Control_Dull,281128531,2019-06-22,5,19.9,53,NA,NA,Fledged,Nestling,17.8269675925885,Unit_2_85
281128603,Unit_2,72,F,Color_Stressor,Predator,2019-06-04,SY,18,26.9,117,0.969387755102041,0.0306122448979592,661.5,2019-06-09,Base/2nd,1,2019-05-24,5,5,59,2019-07-07,Fledged,5,144,Predator_Control,278172289,2019-06-25,5,18,46,NA,NA,Fledged,Nestling,18.9843749999688,Unit_2_72
281128603,Unit_2,72,F,Color_Stressor,Predator,2019-06-04,SY,18,26.9,117,0.969387755102041,0.0306122448979592,661.5,2019-06-09,Base/2nd,1,2019-05-24,5,5,59,2019-07-07,Fledged,5,144,Predator_Control,278172290,2019-06-25,5,21.5,56,NA,NA,Fledged,Nestling,18.9843749999688,Unit_2_72
281128603,Unit_2,72,F,Color_Stressor,Predator,2019-06-04,SY,18,26.9,117,0.969387755102041,0.0306122448979592,661.5,2019-06-09,Base/2nd,1,2019-05-24,5,5,59,2019-07-07,Fledged,5,144,Predator_Control,278172291,2019-06-25,5,18,54,NA,NA,Fledged,Nestling,18.9843749999688,Unit_2_72
281128603,Unit_2,72,F,Color_Stressor,Predator,2019-06-04,SY,18,26.9,117,0.969387755102041,0.0306122448979592,661.5,2019-06-09,Base/2nd,1,2019-05-24,5,5,59,2019-07-07,Fledged,5,144,Predator_Control,278172292,2019-06-25,5,19.25,53,NA,NA,Fledged,Nestling,18.9843749999688,Unit_2_72
281128603,Unit_2,72,F,Color_Stressor,Predator,2019-06-04,SY,18,26.9,117,0.969387755102041,0.0306122448979592,661.5,2019-06-09,Base/2nd,1,2019-05-24,5,5,59,2019-07-07,Fledged,5,144,Predator_Control,278172293,2019-06-25,5,20,53,NA,NA,Fledged,Nestling,18.9843749999688,Unit_2_72
281128654,Unit_1,79,F,Water,Water,2019-06-17,SY,18.5,28.8,114,NA,NA,NA,NA,NA,1,2019-06-05,5,5,70,2019-07-17,Fledged,5,156,Water,281128783,2019-07-05,5,21,55.1,NA,NA,Fledged,Nestling,21.6840277776563,Unit_1_79
281128654,Unit_1,79,F,Water,Water,2019-06-17,SY,18.5,28.8,114,NA,NA,NA,NA,NA,1,2019-06-05,5,5,70,2019-07-17,Fledged,5,156,Water,281128784,2019-07-05,5,22.5,64,NA,NA,Fledged,Nestling,21.6840277776563,Unit_1_79
281128654,Unit_1,79,F,Water,Water,2019-06-17,SY,18.5,28.8,114,NA,NA,NA,NA,NA,1,2019-06-05,5,5,70,2019-07-17,Fledged,5,156,Water,281128785,2019-07-05,5,22,57,NA,NA,Died? Check if alive on d15 on hard copy. If not change nest table # fledged to 4 instead of 5.,Nestling,21.6840277776563,Unit_1_79
281128654,Unit_1,79,F,Water,Water,2019-06-17,SY,18.5,28.8,114,NA,NA,NA,NA,NA,1,2019-06-05,5,5,70,2019-07-17,Fledged,5,156,Water,281128786,2019-07-05,5,21.5,60,NA,NA,Fledged,Nestling,21.6840277776563,Unit_1_79
281128654,Unit_1,79,F,Water,Water,2019-06-17,SY,18.5,28.8,114,NA,NA,NA,NA,NA,1,2019-06-05,5,5,70,2019-07-17,Fledged,5,156,Water,281128787,2019-07-05,5,20.25,52,NA,NA,Fledged,Nestling,21.6840277776563,Unit_1_79
281128701,Unit_1,105,F,Color_Stressor,Predator,2019-05-28,SY,22.5,28.8,114,0.151745068285281,0.848254931714719,329.5,2019-06-02,Base/2nd,1,2019-05-15,5,5,65,2019-06-28,Fledged,4,135,Predator_Dull,281128743,2019-06-15,5,16.5,42,NA,NA,Fledged,Nestling,16.4467592594167,Unit_1_105
281128701,Unit_1,105,F,Color_Stressor,Predator,2019-05-28,SY,22.5,28.8,114,0.151745068285281,0.848254931714719,329.5,2019-06-02,Base/2nd,1,2019-05-15,5,5,65,2019-06-28,Fledged,4,135,Predator_Dull,281128744,2019-06-15,5,17.25,43,NA,NA,Fledged,Nestling,16.4467592594167,Unit_1_105
281128701,Unit_1,105,F,Color_Stressor,Predator,2019-05-28,SY,22.5,28.8,114,0.151745068285281,0.848254931714719,329.5,2019-06-02,Base/2nd,1,2019-05-15,5,5,65,2019-06-28,Fledged,4,135,Predator_Dull,281128745,2019-06-15,5,16.5,45.5,NA,NA,Fledged,Nestling,16.4467592594167,Unit_1_105
281128701,Unit_1,105,F,Color_Stressor,Predator,2019-05-28,SY,22.5,28.8,114,0.151745068285281,0.848254931714719,329.5,2019-06-02,Base/2nd,1,2019-05-15,5,5,65,2019-06-28,Fledged,4,135,Predator_Dull,281128746,2019-06-15,5,14.75,41,NA,NA,Fledged,Nestling,16.4467592594167,Unit_1_105
281128701,Unit_1,105,F,Color_Stressor,Predator,2019-05-28,SY,22.5,28.8,114,0.151745068285281,0.848254931714719,329.5,2019-06-02,Base/2nd,1,2019-05-15,5,5,65,2019-06-28,Fledged,4,135,Predator_Dull,281128747,2019-06-15,5,12.5,37,NA,NA,Died,Nestling,16.4467592594167,Unit_1_105
281128703,Unit_1,308,F,Water,Water,2019-06-01,ASY,23,27.6,115,0.836734693877551,0.163265306122449,441,2019-06-01,Stress/1st,1,2019-05-20,6,6,NA,2019-07-02,Fledged,6,140,Water,281128671,2019-06-20,6,15,47,NA,NA,Fledged,Nestling,17.285879629776,Unit_1_308
281128703,Unit_1,308,F,Water,Water,2019-06-01,ASY,23,27.6,115,0.836734693877551,0.163265306122449,441,2019-06-01,Stress/1st,1,2019-05-20,6,6,NA,2019-07-02,Fledged,6,140,Water,281128672,2019-06-20,6,16.5,48,NA,NA,Fledged,Nestling,17.285879629776,Unit_1_308
281128703,Unit_1,308,F,Water,Water,2019-06-01,ASY,23,27.6,115,0.836734693877551,0.163265306122449,441,2019-06-01,Stress/1st,1,2019-05-20,6,6,NA,2019-07-02,Fledged,6,140,Water,281128673,2019-06-20,6,19,50,NA,NA,Fledged,Nestling,17.285879629776,Unit_1_308
281128703,Unit_1,308,F,Water,Water,2019-06-01,ASY,23,27.6,115,0.836734693877551,0.163265306122449,441,2019-06-01,Stress/1st,1,2019-05-20,6,6,NA,2019-07-02,Fledged,6,140,Water,281128674,2019-06-20,6,15,46,NA,NA,Fledged,Nestling,17.285879629776,Unit_1_308
281128703,Unit_1,308,F,Water,Water,2019-06-01,ASY,23,27.6,115,0.836734693877551,0.163265306122449,441,2019-06-01,Stress/1st,1,2019-05-20,6,6,NA,2019-07-02,Fledged,6,140,Water,281128675,2019-06-20,6,17.5,48,NA,NA,Fledged,Nestling,17.285879629776,Unit_1_308
281128703,Unit_1,308,F,Water,Water,2019-06-01,ASY,23,27.6,115,0.836734693877551,0.163265306122449,441,2019-06-01,Stress/1st,1,2019-05-20,6,6,NA,2019-07-02,Fledged,6,140,Water,281128676,2019-06-20,6,17.75,51,NA,NA,Fledged,Nestling,17.285879629776,Unit_1_308
281128704,Unit_1,58,F,Color_Stressor,Predator,2019-06-02,SY,23.25,28,118,0.0332167832167832,0.966783216783217,143,2019-06-07,Base/2nd,1,2019-05-23,4,4,48,2019-07-04,Fledged,2,143,Predator_Control,281128677,2019-06-22,3,22,54,NA,NA,Fledged,Nestling,17.8269675925885,Unit_1_58
281128704,Unit_1,58,F,Color_Stressor,Predator,2019-06-02,SY,23.25,28,118,0.0332167832167832,0.966783216783217,143,2019-06-07,Base/2nd,1,2019-05-23,4,4,48,2019-07-04,Fledged,2,143,Predator_Control,281128678,2019-06-22,3,20.5,48,NA,NA,Died,Nestling,17.8269675925885,Unit_1_58
281128704,Unit_1,58,F,Color_Stressor,Predator,2019-06-02,SY,23.25,28,118,0.0332167832167832,0.966783216783217,143,2019-06-07,Base/2nd,1,2019-05-23,4,4,48,2019-07-04,Fledged,2,143,Predator_Control,281128679,2019-06-22,3,22.5,54,NA,NA,Fledged,Nestling,17.8269675925885,Unit_1_58
281128705,Unit_1,319,F,Water,Water,2019-06-02,SY,24,28.7,117,0.968133535660091,0.0318664643399089,329.5,2019-06-02,Stress/1st,1,2019-05-21,6,6,NA,2019-07-04,Fledged,6,141,Water,281128536,2019-06-22,6,16.75,54,NA,NA,Fledged,Nestling,17.8269675925885,Unit_1_319
281128705,Unit_1,319,F,Water,Water,2019-06-02,SY,24,28.7,117,0.968133535660091,0.0318664643399089,329.5,2019-06-02,Stress/1st,1,2019-05-21,6,6,NA,2019-07-04,Fledged,6,141,Water,281128537,2019-06-22,6,16.75,55,NA,NA,Fledged,Nestling,17.8269675925885,Unit_1_319
281128705,Unit_1,319,F,Water,Water,2019-06-02,SY,24,28.7,117,0.968133535660091,0.0318664643399089,329.5,2019-06-02,Stress/1st,1,2019-05-21,6,6,NA,2019-07-04,Fledged,6,141,Water,281128538,2019-06-22,6,17.25,53,NA,NA,Fledged,Nestling,17.8269675925885,Unit_1_319
281128705,Unit_1,319,F,Water,Water,2019-06-02,SY,24,28.7,117,0.968133535660091,0.0318664643399089,329.5,2019-06-02,Stress/1st,1,2019-05-21,6,6,NA,2019-07-04,Fledged,6,141,Water,281128539,2019-06-22,6,15.25,54,NA,NA,Fledged,Nestling,17.8269675925885,Unit_1_319
281128705,Unit_1,319,F,Water,Water,2019-06-02,SY,24,28.7,117,0.968133535660091,0.0318664643399089,329.5,2019-06-02,Stress/1st,1,2019-05-21,6,6,NA,2019-07-04,Fledged,6,141,Water,281128540,2019-06-22,6,17.5,53,NA,NA,Fledged,Nestling,17.8269675925885,Unit_1_319
281128705,Unit_1,319,F,Water,Water,2019-06-02,SY,24,28.7,117,0.968133535660091,0.0318664643399089,329.5,2019-06-02,Stress/1st,1,2019-05-21,6,6,NA,2019-07-04,Fledged,6,141,Water,281128541,2019-06-22,6,16.75,53,NA,NA,Fledged,Nestling,17.8269675925885,Unit_1_319
281128707,Unit_1,329,F,Water,Water,2019-06-04,ASY,21.25,28.2,110,1.09710743801653,-0.097107438016529,121,2019-06-04,Stress/1st,1,2019-05-23,6,4,NA,2019-07-06,Fledged,4,143,Water,281128814,2019-06-24,4,22,51,NA,NA,Fledged,Nestling,18.310185185125,Unit_1_329
281128707,Unit_1,329,F,Water,Water,2019-06-04,ASY,21.25,28.2,110,1.09710743801653,-0.097107438016529,121,2019-06-04,Stress/1st,1,2019-05-23,6,4,NA,2019-07-06,Fledged,4,143,Water,281128815,2019-06-24,4,22.5,53,NA,NA,Fledged,Nestling,18.310185185125,Unit_1_329
281128707,Unit_1,329,F,Water,Water,2019-06-04,ASY,21.25,28.2,110,1.09710743801653,-0.097107438016529,121,2019-06-04,Stress/1st,1,2019-05-23,6,4,NA,2019-07-06,Fledged,4,143,Water,281128816,2019-06-24,4,23.25,58,NA,NA,Fledged,Nestling,18.310185185125,Unit_1_329
281128707,Unit_1,329,F,Water,Water,2019-06-04,ASY,21.25,28.2,110,1.09710743801653,-0.097107438016529,121,2019-06-04,Stress/1st,1,2019-05-23,6,4,NA,2019-07-06,Fledged,4,143,Water,281128817,2019-06-24,4,24.5,57,NA,NA,Fledged,Nestling,18.310185185125,Unit_1_329
